Genotype,Species.abbreviation,Species,Sex,Hours
mjci1002,mjci,mojavensis,female,2412.513333
mjci1002,mjci,mojavensis,male,206.58652778
mjci1002,mjci,mojavensis,male,241.65
mjci1002,mjci,mojavensis,male,241.65
mjci1002,mjci,mojavensis,male,336.0963889
mjci1002,mjci,mojavensis,male,395.9773611
mjci1002,mjci,mojavensis,male,456.05625
mjci1002,mjci,mojavensis,male,456.05625
mjci1002,mjci,mojavensis,male,456.05625
mjci1002,mjci,mojavensis,male,503.8651389
mjci1002,mjci,mojavensis,male,672.2031944
mjci1002,mjci,mojavensis,male,732.1366667
mjci1002,mjci,mojavensis,male,732.1366667
mjci1002,mjci,mojavensis,male,732.1366667
mjci1002,mjci,mojavensis,male,732.1366667
mjci1002,mjci,mojavensis,male,732.1366667
mjci1002,mjci,mojavensis,male,732.1366667
mjci1002,mjci,mojavensis,male,732.1366667
mjci1002,mjci,mojavensis,male,732.1366667
mjci1002,mjci,mojavensis,male,792.1309722
mjci1002,mjci,mojavensis,male,792.1309722
mjci1002,mjci,mojavensis,male,792.1309722
mjci1002,mjci,mojavensis,male,792.1309722
mjci1002,mjci,mojavensis,male,792.1309722
mjci1002,mjci,mojavensis,male,792.1309722
mjci1002,mjci,mojavensis,male,792.1309722
mjci1002,mjci,mojavensis,male,840.3176389
mjci1002,mjci,mojavensis,male,840.3176389
mjci1002,mjci,mojavensis,male,840.3176389
mjci1002,mjci,mojavensis,male,900.2583333
mjci1002,mjci,mojavensis,male,900.2583333
mjci1002,mjci,mojavensis,male,900.2583333
mjci1002,mjci,mojavensis,male,900.2583333
mjci1002,mjci,mojavensis,male,900.2583333
mjci1002,mjci,mojavensis,male,900.2583333
mjci1002,mjci,mojavensis,male,900.2583333
mjci1002,mjci,mojavensis,male,900.2583333
mjci1002,mjci,mojavensis,male,959.9498611
mjci1002,mjci,mojavensis,male,959.9498611
mjci1002,mjci,mojavensis,male,959.9498611
mjci1002,mjci,mojavensis,male,959.9498611
mjci1002,mjci,mojavensis,male,959.9498611
mjci1002,mjci,mojavensis,male,959.9498611
mjci1002,mjci,mojavensis,male,959.9498611
mjci1002,mjci,mojavensis,male,959.9498611
mjci1002,mjci,mojavensis,male,959.9498611
mjci1002,mjci,mojavensis,male,959.9498611
mjci1002,mjci,mojavensis,male,959.9498611
mjci1002,mjci,mojavensis,male,959.9498611
mjci1002,mjci,mojavensis,male,959.9498611
mjci1002,mjci,mojavensis,male,1008.0338889
mjci1002,mjci,mojavensis,male,1008.0338889
mjci1002,mjci,mojavensis,male,1008.0338889
mjci1002,mjci,mojavensis,male,1008.0338889
mjci1002,mjci,mojavensis,male,1008.0338889
mjci1002,mjci,mojavensis,male,1008.0338889
mjci1002,mjci,mojavensis,male,1008.0338889
mjci1002,mjci,mojavensis,male,1068.0205556
mjci1002,mjci,mojavensis,male,1068.0205556
mjci1002,mjci,mojavensis,male,1068.0205556
mjci1002,mjci,mojavensis,male,1068.0205556
mjci1002,mjci,mojavensis,male,1068.0205556
mjci1002,mjci,mojavensis,male,1128.5325
mjci1002,mjci,mojavensis,male,1128.5325
mjci1002,mjci,mojavensis,male,1176.754028
mjci1002,mjci,mojavensis,male,1176.754028
mjci1002,mjci,mojavensis,male,1176.754028
mjci1002,mjci,mojavensis,male,1176.754028
mjci1002,mjci,mojavensis,male,1176.754028
mjci1002,mjci,mojavensis,male,1176.754028
mjci1002,mjci,mojavensis,male,1176.754028
mjci1002,mjci,mojavensis,male,1236.183333
mjci1002,mjci,mojavensis,male,1236.183333
mjci1002,mjci,mojavensis,male,1236.183333
mjci1002,mjci,mojavensis,male,1236.183333
mjci1002,mjci,mojavensis,male,1296.352639
mjci1002,mjci,mojavensis,male,1296.352639
mjci1002,mjci,mojavensis,male,1296.352639
mjci1002,mjci,mojavensis,male,1463.744028
mjci2008,mjci,mojavensis,female,206.58652778
mjci2008,mjci,mojavensis,female,206.58652778
mjci2008,mjci,mojavensis,female,241.65
mjci2008,mjci,mojavensis,female,336.0963889
mjci2008,mjci,mojavensis,female,395.9773611
mjci2008,mjci,mojavensis,female,395.9773611
mjci2008,mjci,mojavensis,female,395.9773611
mjci2008,mjci,mojavensis,female,395.9773611
mjci2008,mjci,mojavensis,female,395.9773611
mjci2008,mjci,mojavensis,female,395.9773611
mjci2008,mjci,mojavensis,female,456.05625
mjci2008,mjci,mojavensis,female,503.8651389
mjci2008,mjci,mojavensis,female,503.8651389
mjci2008,mjci,mojavensis,female,503.8651389
mjci2008,mjci,mojavensis,female,503.8651389
mjci2008,mjci,mojavensis,female,503.8651389
mjci2008,mjci,mojavensis,female,563.7368056
mjci2008,mjci,mojavensis,female,563.7368056
mjci2008,mjci,mojavensis,female,563.7368056
mjci2008,mjci,mojavensis,female,563.7368056
mjci2008,mjci,mojavensis,female,563.7368056
mjci2008,mjci,mojavensis,female,672.2031944
mjci2008,mjci,mojavensis,female,672.2031944
mjci2008,mjci,mojavensis,female,732.1366667
mjci2008,mjci,mojavensis,female,732.1366667
mjci2008,mjci,mojavensis,female,792.1309722
mjci2008,mjci,mojavensis,female,792.1309722
mjci2008,mjci,mojavensis,female,792.1309722
mjci2008,mjci,mojavensis,female,792.1309722
mjci2008,mjci,mojavensis,female,840.3176389
mjci2008,mjci,mojavensis,female,840.3176389
mjci2008,mjci,mojavensis,female,840.3176389
mjci2008,mjci,mojavensis,female,900.2583333
mjci2008,mjci,mojavensis,female,900.2583333
mjci2008,mjci,mojavensis,female,900.2583333
mjci2008,mjci,mojavensis,female,900.2583333
mjci2008,mjci,mojavensis,female,900.2583333
mjci2008,mjci,mojavensis,female,900.2583333
mjci2008,mjci,mojavensis,female,900.2583333
mjci2008,mjci,mojavensis,female,959.9498611
mjci2008,mjci,mojavensis,female,959.9498611
mjci2008,mjci,mojavensis,female,959.9498611
mjci2008,mjci,mojavensis,female,1008.0338889
mjci2008,mjci,mojavensis,female,1008.0338889
mjci2008,mjci,mojavensis,female,1068.0205556
mjci2008,mjci,mojavensis,female,1068.0205556
mjci2008,mjci,mojavensis,female,1068.0205556
mjci2008,mjci,mojavensis,female,1068.0205556
mjci2008,mjci,mojavensis,female,1068.0205556
mjci2008,mjci,mojavensis,female,1068.0205556
mjci2008,mjci,mojavensis,female,1068.0205556
mjci2008,mjci,mojavensis,female,1068.0205556
mjci2008,mjci,mojavensis,female,1068.0205556
mjci2008,mjci,mojavensis,female,1068.0205556
mjci2008,mjci,mojavensis,female,1068.0205556
mjci2008,mjci,mojavensis,female,1068.0205556
mjci2008,mjci,mojavensis,female,1128.5325
mjci2008,mjci,mojavensis,female,1128.5325
mjci2008,mjci,mojavensis,female,1176.754028
mjci2008,mjci,mojavensis,female,1176.754028
mjci2008,mjci,mojavensis,female,1176.754028
mjci2008,mjci,mojavensis,female,1176.754028
mjci2008,mjci,mojavensis,female,1176.754028
mjci2008,mjci,mojavensis,female,1176.754028
mjci2008,mjci,mojavensis,female,1176.754028
mjci2008,mjci,mojavensis,female,1236.183333
mjci2008,mjci,mojavensis,female,1236.183333
mjci2008,mjci,mojavensis,female,1236.183333
mjci2008,mjci,mojavensis,female,1236.183333
mjci2008,mjci,mojavensis,female,1236.183333
mjci2008,mjci,mojavensis,female,1236.183333
mjci2008,mjci,mojavensis,female,1236.183333
mjci2008,mjci,mojavensis,female,1236.183333
mjci2008,mjci,mojavensis,female,1236.183333
mjci2008,mjci,mojavensis,female,1296.352639
mjci2008,mjci,mojavensis,female,1296.352639
mjci2008,mjci,mojavensis,female,1296.352639
mjci2008,mjci,mojavensis,female,1296.352639
mjci2008,mjci,mojavensis,female,1296.352639
mjci2008,mjci,mojavensis,female,1296.352639
mjci2008,mjci,mojavensis,female,1296.352639
mjci2008,mjci,mojavensis,female,1344.7225
mjci2008,mjci,mojavensis,female,1344.7225
mjci2008,mjci,mojavensis,female,1344.7225
mjci2008,mjci,mojavensis,female,1404.402639
mjci2008,mjci,mojavensis,female,1404.402639
mjci2008,mjci,mojavensis,female,1404.402639
mjci2008,mjci,mojavensis,female,1404.402639
mjci2008,mjci,mojavensis,female,1404.402639
mjci2008,mjci,mojavensis,female,1404.402639
mjci2008,mjci,mojavensis,female,1404.402639
mjci2008,mjci,mojavensis,female,1404.402639
mjci2008,mjci,mojavensis,female,1404.402639
mjci2008,mjci,mojavensis,female,1404.402639
mjci2008,mjci,mojavensis,female,1404.402639
mjci2008,mjci,mojavensis,female,1404.402639
mjci2008,mjci,mojavensis,female,1463.744028
mjci2008,mjci,mojavensis,female,1463.744028
mjci2008,mjci,mojavensis,female,1463.744028
mjci2008,mjci,mojavensis,female,1463.744028
mjci2008,mjci,mojavensis,female,1463.744028
mjci2008,mjci,mojavensis,female,1463.744028
mjci2008,mjci,mojavensis,female,1463.744028
mjci2008,mjci,mojavensis,female,1463.744028
mjci2008,mjci,mojavensis,female,1463.744028
mjci2008,mjci,mojavensis,female,1511.646806
mjci2008,mjci,mojavensis,female,1571.505556
mjci2008,mjci,mojavensis,female,1631.362222
mjci2008,mjci,mojavensis,female,1631.362222
mjci2008,mjci,mojavensis,female,1739.107361
mjci2008,mjci,mojavensis,female,1739.107361
mjci2008,mjci,mojavensis,female,1739.107361
mjci2008,mjci,mojavensis,female,1739.107361
mjci2008,mjci,mojavensis,female,1798.716528
mjci2008,mjci,mojavensis,female,1798.716528
mjci2008,mjci,mojavensis,female,1846.732639
mjci2008,mjci,mojavensis,female,1846.732639
mjci2008,mjci,mojavensis,female,1846.732639
mjci2008,mjci,mojavensis,female,1906.931667
mjci2008,mjci,mojavensis,female,1906.931667
mjci2008,mjci,mojavensis,female,2075.999444
mjci2008,mjci,mojavensis,male,206.58652778
mjci2008,mjci,mojavensis,male,206.58652778
mjci2008,mjci,mojavensis,male,206.58652778
mjci2008,mjci,mojavensis,male,241.65
mjci2008,mjci,mojavensis,male,241.65
mjci2008,mjci,mojavensis,male,241.65
mjci2008,mjci,mojavensis,male,241.65
mjci2008,mjci,mojavensis,male,241.65
mjci2008,mjci,mojavensis,male,241.65
mjci2008,mjci,mojavensis,male,241.65
mjci2008,mjci,mojavensis,male,241.65
mjci2008,mjci,mojavensis,male,288.0381944
mjci2008,mjci,mojavensis,male,288.0381944
mjci2008,mjci,mojavensis,male,288.0381944
mjci2008,mjci,mojavensis,male,288.0381944
mjci2008,mjci,mojavensis,male,288.0381944
mjci2008,mjci,mojavensis,male,288.0381944
mjci2008,mjci,mojavensis,male,336.0963889
mjci2008,mjci,mojavensis,male,336.0963889
mjci2008,mjci,mojavensis,male,336.0963889
mjci2008,mjci,mojavensis,male,336.0963889
mjci2008,mjci,mojavensis,male,336.0963889
mjci2008,mjci,mojavensis,male,336.0963889
mjci2008,mjci,mojavensis,male,336.0963889
mjci2008,mjci,mojavensis,male,336.0963889
mjci2008,mjci,mojavensis,male,395.9773611
mjci2008,mjci,mojavensis,male,456.05625
mjci2008,mjci,mojavensis,male,456.05625
mjci2008,mjci,mojavensis,male,456.05625
mjci2008,mjci,mojavensis,male,503.8651389
mjci2008,mjci,mojavensis,male,503.8651389
mjci2008,mjci,mojavensis,male,503.8651389
mjci2008,mjci,mojavensis,male,503.8651389
mjci2008,mjci,mojavensis,male,503.8651389
mjci2008,mjci,mojavensis,male,563.7368056
mjci2008,mjci,mojavensis,male,563.7368056
mjci2008,mjci,mojavensis,male,624.1944444
mjci2008,mjci,mojavensis,male,672.2031944
mjci2008,mjci,mojavensis,male,672.2031944
mjci2008,mjci,mojavensis,male,672.2031944
mjci2008,mjci,mojavensis,male,672.2031944
mjci2008,mjci,mojavensis,male,732.1366667
mjci2008,mjci,mojavensis,male,732.1366667
mjci2008,mjci,mojavensis,male,732.1366667
mjci2008,mjci,mojavensis,male,732.1366667
mjci2008,mjci,mojavensis,male,792.1309722
mjci2008,mjci,mojavensis,male,840.3176389
mjci2008,mjci,mojavensis,male,840.3176389
mjci2008,mjci,mojavensis,male,840.3176389
mjci2008,mjci,mojavensis,male,840.3176389
mjci2008,mjci,mojavensis,male,840.3176389
mjci2008,mjci,mojavensis,male,900.2583333
mjci2008,mjci,mojavensis,male,900.2583333
mjci2008,mjci,mojavensis,male,900.2583333
mjci2008,mjci,mojavensis,male,900.2583333
mjci2008,mjci,mojavensis,male,900.2583333
mjci2008,mjci,mojavensis,male,959.9498611
mjci2008,mjci,mojavensis,male,959.9498611
mjci2008,mjci,mojavensis,male,959.9498611
mjci2008,mjci,mojavensis,male,1008.0338889
mjci2008,mjci,mojavensis,male,1008.0338889
mjci2008,mjci,mojavensis,male,1068.0205556
mjci2008,mjci,mojavensis,male,1068.0205556
mjci2008,mjci,mojavensis,male,1068.0205556
mjci2008,mjci,mojavensis,male,1068.0205556
mjci2008,mjci,mojavensis,male,1068.0205556
mjci2008,mjci,mojavensis,male,1068.0205556
mjci2008,mjci,mojavensis,male,1068.0205556
mjci2008,mjci,mojavensis,male,1068.0205556
mjci2008,mjci,mojavensis,male,1128.5325
mjci2008,mjci,mojavensis,male,1128.5325
mjci2008,mjci,mojavensis,male,1128.5325
mjci2008,mjci,mojavensis,male,1128.5325
mjci2008,mjci,mojavensis,male,1236.183333
mjci2008,mjci,mojavensis,male,1236.183333
mjci2008,mjci,mojavensis,male,1236.183333
mjci2008,mjci,mojavensis,male,1296.352639
mjci2008,mjci,mojavensis,male,1296.352639
mjci2008,mjci,mojavensis,male,1296.352639
mjci2008,mjci,mojavensis,male,1296.352639
mjci2008,mjci,mojavensis,male,1404.402639
mjci2008,mjci,mojavensis,male,1404.402639
mjci2008,mjci,mojavensis,male,1404.402639
mjci2008,mjci,mojavensis,male,1511.646806
mjci2008,mjci,mojavensis,male,1571.505556
mjci2008,mjci,mojavensis,male,1571.505556
mjci2008,mjci,mojavensis,male,1571.505556
mjci2008,mjci,mojavensis,male,1571.505556
mjci2008,mjci,mojavensis,male,1739.107361
mjci2008,mjci,mojavensis,male,1739.107361
mjci2008,mjci,mojavensis,male,1739.107361
mjci2008,mjci,mojavensis,male,1798.716528
mjci2008,mjci,mojavensis,male,1846.732639
mjci2008,mjci,mojavensis,male,1846.732639
mjci2008,mjci,mojavensis,male,1906.931667
mjci2008,mjci,mojavensis,male,2135.26125
mjci2008,mjci,mojavensis,male,2244.7425
mjci2008,mjci,mojavensis,male,2412.513333
mjci2008,mjci,mojavensis,male,2520.410139
mjci2008,mjci,mojavensis,male,2581.430972
per17,per,persimilis,female,206.58652778
per17,per,persimilis,female,288.0381944
per17,per,persimilis,female,395.9773611
per17,per,persimilis,female,395.9773611
per17,per,persimilis,female,456.05625
per17,per,persimilis,female,563.7368056
per17,per,persimilis,female,563.7368056
per17,per,persimilis,female,563.7368056
per17,per,persimilis,female,624.1944444
per17,per,persimilis,female,624.1944444
per17,per,persimilis,female,624.1944444
per17,per,persimilis,female,624.1944444
per17,per,persimilis,female,672.2031944
per17,per,persimilis,female,732.1366667
per17,per,persimilis,female,732.1366667
per17,per,persimilis,female,732.1366667
per17,per,persimilis,female,732.1366667
per17,per,persimilis,female,732.1366667
per17,per,persimilis,female,732.1366667
per17,per,persimilis,female,732.1366667
per17,per,persimilis,female,732.1366667
per17,per,persimilis,female,732.1366667
per17,per,persimilis,female,732.1366667
per17,per,persimilis,female,792.1309722
per17,per,persimilis,female,840.3176389
per17,per,persimilis,female,840.3176389
per17,per,persimilis,female,840.3176389
per17,per,persimilis,female,840.3176389
per17,per,persimilis,female,900.2583333
per17,per,persimilis,female,900.2583333
per17,per,persimilis,female,900.2583333
per17,per,persimilis,female,900.2583333
per17,per,persimilis,female,900.2583333
per17,per,persimilis,female,900.2583333
per17,per,persimilis,female,900.2583333
per17,per,persimilis,female,900.2583333
per17,per,persimilis,female,900.2583333
per17,per,persimilis,female,900.2583333
per17,per,persimilis,female,900.2583333
per17,per,persimilis,female,900.2583333
per17,per,persimilis,female,959.9498611
per17,per,persimilis,female,959.9498611
per17,per,persimilis,female,1008.0338889
per17,per,persimilis,female,1008.0338889
per17,per,persimilis,female,1008.0338889
per17,per,persimilis,female,1008.0338889
per17,per,persimilis,female,1008.0338889
per17,per,persimilis,female,1008.0338889
per17,per,persimilis,female,1008.0338889
per17,per,persimilis,female,1008.0338889
per17,per,persimilis,female,1008.0338889
per17,per,persimilis,female,1008.0338889
per17,per,persimilis,female,1008.0338889
per17,per,persimilis,female,1008.0338889
per17,per,persimilis,female,1008.0338889
per17,per,persimilis,female,1008.0338889
per17,per,persimilis,female,1008.0338889
per17,per,persimilis,female,1008.0338889
per17,per,persimilis,female,1068.0205556
per17,per,persimilis,female,1068.0205556
per17,per,persimilis,female,1068.0205556
per17,per,persimilis,female,1068.0205556
per17,per,persimilis,female,1068.0205556
per17,per,persimilis,female,1068.0205556
per17,per,persimilis,female,1068.0205556
per17,per,persimilis,female,1068.0205556
per17,per,persimilis,female,1068.0205556
per17,per,persimilis,female,1068.0205556
per17,per,persimilis,female,1068.0205556
per17,per,persimilis,female,1068.0205556
per17,per,persimilis,female,1068.0205556
per17,per,persimilis,female,1068.0205556
per17,per,persimilis,female,1068.0205556
per17,per,persimilis,female,1128.5325
per17,per,persimilis,female,1128.5325
per17,per,persimilis,female,1176.754028
per17,per,persimilis,female,1176.754028
per17,per,persimilis,female,1236.183333
per17,per,persimilis,female,1236.183333
per17,per,persimilis,female,1236.183333
per17,per,persimilis,female,1236.183333
per17,per,persimilis,female,1236.183333
per17,per,persimilis,female,1296.352639
per17,per,persimilis,female,1296.352639
per17,per,persimilis,female,1344.7225
per17,per,persimilis,female,1344.7225
per17,per,persimilis,female,1344.7225
per17,per,persimilis,female,1404.402639
per17,per,persimilis,female,1404.402639
per17,per,persimilis,female,1404.402639
per17,per,persimilis,female,1571.505556
per17,per,persimilis,male,206.58652778
per17,per,persimilis,male,206.58652778
per17,per,persimilis,male,206.58652778
per17,per,persimilis,male,241.65
per17,per,persimilis,male,241.65
per17,per,persimilis,male,241.65
per17,per,persimilis,male,241.65
per17,per,persimilis,male,241.65
per17,per,persimilis,male,288.0381944
per17,per,persimilis,male,288.0381944
per17,per,persimilis,male,288.0381944
per17,per,persimilis,male,288.0381944
per17,per,persimilis,male,288.0381944
per17,per,persimilis,male,336.0963889
per17,per,persimilis,male,336.0963889
per17,per,persimilis,male,336.0963889
per17,per,persimilis,male,336.0963889
per17,per,persimilis,male,336.0963889
per17,per,persimilis,male,336.0963889
per17,per,persimilis,male,336.0963889
per17,per,persimilis,male,336.0963889
per17,per,persimilis,male,336.0963889
per17,per,persimilis,male,336.0963889
per17,per,persimilis,male,395.9773611
per17,per,persimilis,male,395.9773611
per17,per,persimilis,male,395.9773611
per17,per,persimilis,male,395.9773611
per17,per,persimilis,male,395.9773611
per17,per,persimilis,male,395.9773611
per17,per,persimilis,male,395.9773611
per17,per,persimilis,male,395.9773611
per17,per,persimilis,male,395.9773611
per17,per,persimilis,male,395.9773611
per17,per,persimilis,male,456.05625
per17,per,persimilis,male,456.05625
per17,per,persimilis,male,456.05625
per17,per,persimilis,male,456.05625
per17,per,persimilis,male,456.05625
per17,per,persimilis,male,503.8651389
per17,per,persimilis,male,503.8651389
per17,per,persimilis,male,503.8651389
per17,per,persimilis,male,563.7368056
per17,per,persimilis,male,563.7368056
per17,per,persimilis,male,563.7368056
per17,per,persimilis,male,563.7368056
per17,per,persimilis,male,563.7368056
per17,per,persimilis,male,563.7368056
per17,per,persimilis,male,624.1944444
per17,per,persimilis,male,672.2031944
per17,per,persimilis,male,672.2031944
per17,per,persimilis,male,672.2031944
per17,per,persimilis,male,732.1366667
per17,per,persimilis,male,732.1366667
per17,per,persimilis,male,732.1366667
per17,per,persimilis,male,732.1366667
per17,per,persimilis,male,732.1366667
per17,per,persimilis,male,732.1366667
per17,per,persimilis,male,732.1366667
per17,per,persimilis,male,732.1366667
per17,per,persimilis,male,732.1366667
per17,per,persimilis,male,732.1366667
per17,per,persimilis,male,732.1366667
per17,per,persimilis,male,732.1366667
per17,per,persimilis,male,732.1366667
per17,per,persimilis,male,732.1366667
per17,per,persimilis,male,840.3176389
per17,per,persimilis,male,840.3176389
per17,per,persimilis,male,840.3176389
per17,per,persimilis,male,900.2583333
per17,per,persimilis,male,900.2583333
per17,per,persimilis,male,900.2583333
per17,per,persimilis,male,900.2583333
per17,per,persimilis,male,900.2583333
per17,per,persimilis,male,900.2583333
per17,per,persimilis,male,900.2583333
per17,per,persimilis,male,1068.0205556
per17,per,persimilis,male,1068.0205556
per17,per,persimilis,male,1068.0205556
per17,per,persimilis,male,1068.0205556
per17,per,persimilis,male,1068.0205556
per17,per,persimilis,male,1128.5325
per17,per,persimilis,male,1176.754028
per17,per,persimilis,male,1176.754028
per17,per,persimilis,male,1176.754028
per17,per,persimilis,male,1236.183333
per17,per,persimilis,male,1236.183333
per17,per,persimilis,male,1236.183333
per17,per,persimilis,male,1236.183333
per17,per,persimilis,male,1236.183333
per17,per,persimilis,male,1236.183333
per17,per,persimilis,male,1236.183333
per17,per,persimilis,male,1236.183333
per17,per,persimilis,male,1344.7225
per17,per,persimilis,male,1404.402639
per17,per,persimilis,male,1404.402639
per23,per,persimilis,female,206.58652778
per23,per,persimilis,female,206.58652778
per23,per,persimilis,female,395.9773611
per23,per,persimilis,female,456.05625
per23,per,persimilis,female,563.7368056
per23,per,persimilis,female,563.7368056
per23,per,persimilis,female,563.7368056
per23,per,persimilis,female,624.1944444
per23,per,persimilis,female,624.1944444
per23,per,persimilis,female,624.1944444
per23,per,persimilis,female,624.1944444
per23,per,persimilis,female,672.2031944
per23,per,persimilis,female,672.2031944
per23,per,persimilis,female,672.2031944
per23,per,persimilis,female,732.1366667
per23,per,persimilis,female,732.1366667
per23,per,persimilis,female,732.1366667
per23,per,persimilis,female,732.1366667
per23,per,persimilis,female,792.1309722
per23,per,persimilis,female,792.1309722
per23,per,persimilis,female,840.3176389
per23,per,persimilis,female,840.3176389
per23,per,persimilis,female,840.3176389
per23,per,persimilis,female,900.2583333
per23,per,persimilis,female,900.2583333
per23,per,persimilis,female,900.2583333
per23,per,persimilis,female,900.2583333
per23,per,persimilis,female,900.2583333
per23,per,persimilis,female,900.2583333
per23,per,persimilis,female,900.2583333
per23,per,persimilis,female,900.2583333
per23,per,persimilis,female,959.9498611
per23,per,persimilis,female,1008.0338889
per23,per,persimilis,female,1008.0338889
per23,per,persimilis,female,1068.0205556
per23,per,persimilis,female,1068.0205556
per23,per,persimilis,female,1068.0205556
per23,per,persimilis,female,1068.0205556
per23,per,persimilis,female,1068.0205556
per23,per,persimilis,female,1068.0205556
per23,per,persimilis,female,1068.0205556
per23,per,persimilis,female,1068.0205556
per23,per,persimilis,female,1068.0205556
per23,per,persimilis,female,1128.5325
per23,per,persimilis,female,1128.5325
per23,per,persimilis,female,1128.5325
per23,per,persimilis,female,1128.5325
per23,per,persimilis,female,1128.5325
per23,per,persimilis,female,1128.5325
per23,per,persimilis,female,1128.5325
per23,per,persimilis,female,1128.5325
per23,per,persimilis,female,1176.754028
per23,per,persimilis,female,1176.754028
per23,per,persimilis,female,1176.754028
per23,per,persimilis,female,1176.754028
per23,per,persimilis,female,1176.754028
per23,per,persimilis,female,1236.183333
per23,per,persimilis,female,1236.183333
per23,per,persimilis,female,1236.183333
per23,per,persimilis,female,1236.183333
per23,per,persimilis,female,1236.183333
per23,per,persimilis,female,1236.183333
per23,per,persimilis,female,1236.183333
per23,per,persimilis,female,1296.352639
per23,per,persimilis,female,1296.352639
per23,per,persimilis,female,1344.7225
per23,per,persimilis,female,1344.7225
per23,per,persimilis,female,1344.7225
per23,per,persimilis,female,1344.7225
per23,per,persimilis,female,1344.7225
per23,per,persimilis,female,1404.402639
per23,per,persimilis,female,1404.402639
per23,per,persimilis,female,1404.402639
per23,per,persimilis,female,1404.402639
per23,per,persimilis,female,1404.402639
per23,per,persimilis,female,1404.402639
per23,per,persimilis,female,1404.402639
per23,per,persimilis,female,1404.402639
per23,per,persimilis,female,1404.402639
per23,per,persimilis,female,1463.744028
per23,per,persimilis,female,1463.744028
per23,per,persimilis,female,1571.505556
per23,per,persimilis,female,1571.505556
per23,per,persimilis,female,1571.505556
per23,per,persimilis,female,1571.505556
per23,per,persimilis,female,1631.362222
per23,per,persimilis,female,1631.362222
per23,per,persimilis,female,1739.107361
per23,per,persimilis,female,2075.999444
per23,per,persimilis,male,206.58652778
per23,per,persimilis,male,206.58652778
per23,per,persimilis,male,241.65
per23,per,persimilis,male,288.0381944
per23,per,persimilis,male,288.0381944
per23,per,persimilis,male,288.0381944
per23,per,persimilis,male,288.0381944
per23,per,persimilis,male,336.0963889
per23,per,persimilis,male,395.9773611
per23,per,persimilis,male,395.9773611
per23,per,persimilis,male,395.9773611
per23,per,persimilis,male,395.9773611
per23,per,persimilis,male,395.9773611
per23,per,persimilis,male,395.9773611
per23,per,persimilis,male,395.9773611
per23,per,persimilis,male,456.05625
per23,per,persimilis,male,456.05625
per23,per,persimilis,male,503.8651389
per23,per,persimilis,male,563.7368056
per23,per,persimilis,male,563.7368056
per23,per,persimilis,male,563.7368056
per23,per,persimilis,male,624.1944444
per23,per,persimilis,male,624.1944444
per23,per,persimilis,male,672.2031944
per23,per,persimilis,male,672.2031944
per23,per,persimilis,male,672.2031944
per23,per,persimilis,male,672.2031944
per23,per,persimilis,male,732.1366667
per23,per,persimilis,male,732.1366667
per23,per,persimilis,male,732.1366667
per23,per,persimilis,male,732.1366667
per23,per,persimilis,male,732.1366667
per23,per,persimilis,male,792.1309722
per23,per,persimilis,male,792.1309722
per23,per,persimilis,male,840.3176389
per23,per,persimilis,male,840.3176389
per23,per,persimilis,male,840.3176389
per23,per,persimilis,male,840.3176389
per23,per,persimilis,male,840.3176389
per23,per,persimilis,male,840.3176389
per23,per,persimilis,male,840.3176389
per23,per,persimilis,male,900.2583333
per23,per,persimilis,male,900.2583333
per23,per,persimilis,male,900.2583333
per23,per,persimilis,male,900.2583333
per23,per,persimilis,male,900.2583333
per23,per,persimilis,male,900.2583333
per23,per,persimilis,male,900.2583333
per23,per,persimilis,male,900.2583333
per23,per,persimilis,male,959.9498611
per23,per,persimilis,male,959.9498611
per23,per,persimilis,male,959.9498611
per23,per,persimilis,male,959.9498611
per23,per,persimilis,male,959.9498611
per23,per,persimilis,male,1008.0338889
per23,per,persimilis,male,1008.0338889
per23,per,persimilis,male,1008.0338889
per23,per,persimilis,male,1008.0338889
per23,per,persimilis,male,1008.0338889
per23,per,persimilis,male,1068.0205556
per23,per,persimilis,male,1068.0205556
per23,per,persimilis,male,1068.0205556
per23,per,persimilis,male,1068.0205556
per23,per,persimilis,male,1068.0205556
per23,per,persimilis,male,1068.0205556
per23,per,persimilis,male,1068.0205556
per23,per,persimilis,male,1068.0205556
per23,per,persimilis,male,1128.5325
per23,per,persimilis,male,1128.5325
per23,per,persimilis,male,1128.5325
per23,per,persimilis,male,1128.5325
per23,per,persimilis,male,1128.5325
per23,per,persimilis,male,1128.5325
per23,per,persimilis,male,1128.5325
per23,per,persimilis,male,1128.5325
per23,per,persimilis,male,1128.5325
per23,per,persimilis,male,1128.5325
per23,per,persimilis,male,1128.5325
per23,per,persimilis,male,1176.754028
per23,per,persimilis,male,1176.754028
per23,per,persimilis,male,1176.754028
per23,per,persimilis,male,1176.754028
per23,per,persimilis,male,1176.754028
per23,per,persimilis,male,1176.754028
per23,per,persimilis,male,1176.754028
per23,per,persimilis,male,1176.754028
per23,per,persimilis,male,1176.754028
per23,per,persimilis,male,1176.754028
per23,per,persimilis,male,1176.754028
per23,per,persimilis,male,1176.754028
per23,per,persimilis,male,1236.183333
per23,per,persimilis,male,1236.183333
per23,per,persimilis,male,1236.183333
per23,per,persimilis,male,1236.183333
per23,per,persimilis,male,1236.183333
per23,per,persimilis,male,1236.183333
per23,per,persimilis,male,1236.183333
per23,per,persimilis,male,1236.183333
