Genotype,Species.abbreviation,Species,Sex,Hours
yak00,yak,yakuba,female,1008.0338889
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1068.0205556
yak00,yak,yakuba,female,1128.5325
yak00,yak,yakuba,female,1128.5325
yak00,yak,yakuba,female,1128.5325
yak00,yak,yakuba,female,1128.5325
yak00,yak,yakuba,female,1128.5325
yak00,yak,yakuba,female,1236.183333
yak00,yak,yakuba,female,1236.183333
yak00,yak,yakuba,female,1236.183333
yak00,yak,yakuba,female,1236.183333
yak00,yak,yakuba,female,1236.183333
yak00,yak,yakuba,female,1236.183333
yak00,yak,yakuba,female,1296.352639
yak00,yak,yakuba,female,1296.352639
yak00,yak,yakuba,female,1344.7225
yak00,yak,yakuba,female,1344.7225
yak00,yak,yakuba,female,1344.7225
yak00,yak,yakuba,female,1344.7225
yak00,yak,yakuba,female,1344.7225
yak00,yak,yakuba,female,1344.7225
yak00,yak,yakuba,female,1344.7225
yak00,yak,yakuba,female,1404.402639
yak00,yak,yakuba,female,1404.402639
yak00,yak,yakuba,female,1404.402639
yak00,yak,yakuba,female,1404.402639
yak00,yak,yakuba,female,1463.744028
yak00,yak,yakuba,female,1463.744028
yak00,yak,yakuba,female,1463.744028
yak00,yak,yakuba,female,1511.646806
yak00,yak,yakuba,female,1571.505556
yak00,yak,yakuba,female,1571.505556
yak00,yak,yakuba,female,1571.505556
yak00,yak,yakuba,female,1571.505556
yak00,yak,yakuba,female,1571.505556
yak00,yak,yakuba,female,1631.362222
yak00,yak,yakuba,female,1679.328194
yak00,yak,yakuba,female,1679.328194
yak00,yak,yakuba,female,1679.328194
yak00,yak,yakuba,male,206.58652778
yak00,yak,yakuba,male,206.58652778
yak00,yak,yakuba,male,206.58652778
yak00,yak,yakuba,male,206.58652778
yak00,yak,yakuba,male,206.58652778
yak00,yak,yakuba,male,206.58652778
yak00,yak,yakuba,male,206.58652778
yak00,yak,yakuba,male,206.58652778
yak00,yak,yakuba,male,206.58652778
yak00,yak,yakuba,male,206.58652778
yak00,yak,yakuba,male,206.58652778
yak00,yak,yakuba,male,206.58652778
yak00,yak,yakuba,male,206.58652778
yak00,yak,yakuba,male,206.58652778
yak00,yak,yakuba,male,206.58652778
yak00,yak,yakuba,male,241.65
yak00,yak,yakuba,male,241.65
yak00,yak,yakuba,male,241.65
yak00,yak,yakuba,male,241.65
yak00,yak,yakuba,male,241.65
yak00,yak,yakuba,male,288.0381944
yak00,yak,yakuba,male,288.0381944
yak00,yak,yakuba,male,288.0381944
yak00,yak,yakuba,male,288.0381944
yak00,yak,yakuba,male,288.0381944
yak00,yak,yakuba,male,288.0381944
yak00,yak,yakuba,male,288.0381944
yak00,yak,yakuba,male,336.0963889
yak00,yak,yakuba,male,336.0963889
yak00,yak,yakuba,male,336.0963889
yak00,yak,yakuba,male,336.0963889
yak00,yak,yakuba,male,336.0963889
yak00,yak,yakuba,male,336.0963889
yak00,yak,yakuba,male,336.0963889
yak00,yak,yakuba,male,336.0963889
yak00,yak,yakuba,male,336.0963889
yak00,yak,yakuba,male,336.0963889
yak00,yak,yakuba,male,336.0963889
yak00,yak,yakuba,male,336.0963889
