sample.name,species,species.full,strain,sex,assnd.number,age.days,frozen.tube.number,weight.mg,mean.ls,median.ls,max.ls,h2o2.ls,pqt.ls,mz191,mz108,mz165,mz159,mz167,mz65,mz91,mz69,mz121,mz171,mz111,mz96,mz49,mz180,mz110,mz89,mz81,mz147,mz95,mz43,mz106,mz119,mz118,mz157,mz23,mz107,mz58,mz192,mz178,mz37,mz109,mz100,mz7,mz54,mz87,mz154,mz142,mz168,mz151,mz3,mz8,mz105,mz90,mz94,mz127,mz52,mz84,mz123,mz28,mz5,mz139,mz117,mz71,mz162,mz70,mz10,mz2,mz64,mz1,mz202,mz19,mz120,mz124,mz11,mz156,mz34,mz4,mz36,mz17,mz135,mz18,mz122,mz67,mz35,mz21,mz45,mz148,mz115,mz160,mz76,mz185,mz85,mz27,mz136,mz33,mz170,mz57,mz40,mz172,mz51,mz32,mz12,mz24,mz14,mz101,mz42,mz74,mz73,mz133,mz50,mz155,mz6,mz143,mz88,mz9,mz44,mz75,mz41,mz184,mz181,mz60,mz63,mz48,mz164,mz53,mz16
tube.1,ananassae,D. ananassae,ana00,F,1,5,1,1.444666667,29.0649858757062,30.5058333333333,44.50083,90.2,120.76,21016,21192,24198,28228,29660,33777,34482,34754,36856,45794,51800,59308,61884,61906,67962,90336,90545,93373,94665,94706,101103,106263,112427,114098,117825,121315,121544,121670,130302,130596,134509,144149,145734,158639,168461,176633,185206,218578,225066,227543,250036,260210,267308,267992,273813,286457,314399,350117,364054,368636,375573,384726,413980,418890,524686,556884,612768,640695,710936,766748,859770,898374,937908,978955,1063115,1092618,1154110,1256294,1272724,1322564,1343940,1368741,1421246,1493094,1519886,1743084,1951286,1980447,2136381,2262229,2622590,2656918,2908914,3138402,3150430,3588108,3746856,5096556,5458306,6435078,8455337,8837391,10136291,10217467,10236265,12155791,12207026,13795692,15047722,15429432,17810078,19291042,20696762,24057757,36605352,36620292,40086198,53932782,57858194,62683698,63723820,64167611,72347317,85580740,105821498,185779866
tube.10,melanogaster,D. melanogaster,mel14,M,58,5,10,0.519333333,50.4784543512255,49.0314178333333,83.99954,84.26,168.14,174183,18355,68919,74022,276013,785098,23152,62608,1660511,12974,48680,115674,44201,283169,77357,158531,48918,132749,67056,30246,82313,298993,133046,40527,761062,139978,131665,89260,286455,34545,77515,87211,301573,71039,47138,177098,500466,389257,740176,234734,185633,296831,186732,147936,71832,269942,179162,280644,1175863,299453,233522,281199,210576,245254,335308,276857,297096,5051126,689651,545508,805035,844693,840467,1212886,1478501,834392,2712936,1057654,1543064,225094,NA,1047100,1972462,1139583,981085,1515095,2129157,5276738,819420,4001464,733321,1945954,1806072,3548183,2337708,6403848,3584924,1180766,1707503,4666369,3856639,3917440,13181108,21428617,10413132,7676022,11654730,36166159,26005820,14423069,16715408,9695437,12506084,21645729,34219742,27488642,23624702,46721978,30681014,17221535,71522618,80134255,90895724,20958280,79814429,116038294
tube.11,melanogaster,D. melanogaster,mel56,F,65,5,11,0.660666667,73.7597442523674,76.9471932916667,93.53094,96.14,179.95,39245,33819,61897,82419,98861,6101064,53920,497376,NA,16771,82810,66570,64041,191911,78483,303771,257514,88449,63835,44872,87300,189612,362927,30510,486973,82818,269191,177547,184864,66488,45023,51593,173557,21803,62179,142113,256266,726210,268638,200966,271112,291816,324652,209718,193676,357653,211565,684571,301825,29299,222490,922082,858991,786487,1676804,664703,897857,5081015,1211068,587384,1558435,1657415,2194738,811706,6110449,927482,613790,1300369,3001305,157713,NA,1772776,2511155,4203603,2169492,2392467,1674204,5997080,1874316,9941515,1958535,1496208,7625918,9529365,8009350,3071520,9215367,2640407,868897,17846841,12987476,7564626,17538236,27415212,10943944,31650248,34056304,48217708,21777330,24032724,13916525,20252881,21432573,23761623,43534810,43551208,42507836,78824486,58971878,12925647,60418429,80425070,214001365,100257148,128012325,155136579
tube.12,melanogaster,D. melanogaster,mel56,M,72,5,12,0.454,65.117425568415,65.4793981666667,93.53094,96.14,120.76,257120,19517,59336,104637,301565,1603544,31033,136393,1348763,24130,47950,54098,59971,447077,39670,227631,62717,126493,51209,45799,50062,126347,205267,62515,156904,73375,155645,134058,352305,34557,44251,57099,679777,81334,37122,99809,639087,478717,256108,207204,221529,244253,179475,151388,93793,419510,90033,379738,1840101,213720,196158,276612,300826,265476,402842,591589,424026,4701145,938270,767474,1189813,1001481,1141018,938980,2002886,676824,2949388,2410171,2256377,321603,NA,1293648,2176831,1659380,1686692,1661830,1894514,7146222,859576,6083478,852150,1037107,2276322,4559821,4485771,4424467,4485109,2201348,3169009,7300191,6995354,5277007,15070833,27973528,11023610,10034662,14405942,52775549,29577923,18976115,11552922,9191688,12438418,24061143,32650431,36044891,25249970,63484946,34066393,29463955,67215127,76948234,137352684,28043182,91197560,118786976
tube.13,melanogaster,D. melanogaster,mel61,F,79,5,13,1.145333333,39.1444048478947,42.0014120375,62.98528,84.26,59.72,NA,13333,55792,57893,54855,3648526,49997,136777,NA,22088,44220,52783,121808,121798,93668,260910,96955,105699,48429,82561,132962,190096,254117,64062,285598,109785,151358,113007,242328,363409,48262,57603,513929,60568,60783,124064,238767,535801,432995,271077,208954,219838,291137,233022,572808,519734,91543,406480,1300977,130551,241977,318875,442523,513583,1054249,637783,621083,4580298,1193054,860559,1215106,1556985,1205385,838450,4989798,720068,1826158,2584743,2404524,305425,297730,1545295,2438209,4752702,2262123,2029575,1893102,4802884,1235747,7131890,1539640,1228121,4651228,7095280,6070707,3688655,4956997,4241466,2214871,12662876,9896879,8713417,13984087,20269548,7694125,21390049,28410824,31989244,19505195,23350761,25757697,11792353,21565813,24300372,31847107,39509627,53640464,75021189,45578138,24879467,64706045,53926544,157853730,31237539,114452574,129173215
tube.14,melanogaster,D. melanogaster,mel61,M,86,5,14,0.67,44.7512318006579,49.0314178333333,60.98933,84.26,72.5,206632,14762,59432,48147,142658,732654,15361,113197,1368950,NA,29590,39716,NA,261536,50060,109538,39622,93788,37314,20269,64125,161155,81717,89416,189287,72965,131969,71601,161658,137008,50369,64108,187162,31350,46474,67981,275040,319745,339944,163144,191724,214255,96387,88594,1120635,NA,53933,330759,799099,239721,125387,251749,134897,213038,267061,422743,304764,3441178,488907,216600,935259,573017,911340,911766,904008,503500,1265361,864401,2038367,211439,NA,499385,992756,845654,1765821,640075,2254438,3408694,506905,3573379,921149,1004064,1196201,2109819,3540858,5282353,3065860,797996,517288,3234315,4737692,2284906,10996469,15107197,6564969,5261941,7935863,21457113,18033583,9891325,11270607,4335888,6723301,22841058,30528168,17680274,15680463,34906362,19003761,10803786,76314683,70997869,57090220,11531359,50953182,57945713
tube.15,mojavensis,D. mojavensis,moj1002,F,93,5,15,1.128,59.850741056036,65.4793981666667,100.52139,242.37,265.51,23281,30976,78825,310466,149890,476270,43594,48617,NA,44812,43270,55744,147059,440334,65010,198495,99197,107369,52707,137430,64336,95182,236544,53165,259115,78075,310304,166772,177901,68634,50718,84568,413584,178984,81830,174116,221240,379356,198712,187370,189679,324449,353964,175915,293528,322101,125935,231463,996098,46786,251656,330054,186829,214454,400228,710282,703271,4781720,1503745,1660645,3209321,1452685,723504,972771,1488818,1001126,2238915,1924665,6403588,263474,287614,1393401,2193890,1135743,7355238,2504143,1739458,914093,1103135,4436733,2205779,885285,6393476,8649741,13346557,4671846,9540661,6984952,6464129,20856298,17930537,6472050,14920629,27275726,10933335,27755679,12820731,5355801,66651667,29661776,8512050,11491339,24942212,23778542,29753554,37481799,76171452,70713056,64003689,39396214,65042794,73196981,147027983,37176282,123065785,161513891
tube.16,mojavensis,D. mojavensis,moj1002,M,100,5,16,0.914666667,37.7985009352457,39.9979108791667,60.98933,168.14,179.95,128868,22086,66161,139692,279359,189151,44827,NA,NA,65477,50380,60495,331697,501296,42000,203492,79224,96558,83159,114709,45327,102538,150049,53958,90759,62390,212343,125060,139602,108179,48334,102925,1259693,165516,38811,198928,2665388,576500,209402,197077,214940,227034,399095,150417,346930,480664,118420,282096,3331460,108522,429785,299861,210262,195206,424840,810441,552163,2178083,1201093,891007,2910093,1271640,740570,718647,1680970,1332856,3054390,1939096,5910459,528213,325242,1323823,1903595,703934,1851167,1878211,1880786,1040468,1028635,6406222,1074964,1143614,3919525,18357640,11421975,7010386,6952763,5697294,6250520,6349318,14109991,4901420,11425943,27238713,12878614,16140531,9503695,6615364,80406237,24203965,6370924,8982882,28594529,22360657,34283418,38366097,36476674,61163993,58837096,63495691,68725932,61537322,99555574,37866890,97111483,153730459
tube.17,mojavensis,D. mojavensis,moj2008,F,107,5,17,1.264,46.4042477822521,49.0314178333333,86.49998,NA,NA,45759,24297,61398,266409,126720,378725,59854,76007,NA,60799,48260,49931,172566,442000,55083,302724,127077,112971,59099,44688,69119,107856,138207,32747,105864,60468,201892,108814,296616,65764,42441,97005,183490,166344,77502,118009,212156,373284,264256,144303,205405,366824,451899,154894,453257,328328,138306,408620,621643,57701,264472,338008,243194,247273,452929,1041760,583052,4128101,1461987,732984,2996684,1687891,1151593,1239330,1936968,1147255,1049720,2261665,5858470,435191,NA,1748203,1397358,841292,1284595,1477741,1817124,945260,1462002,4250975,2310768,981080,6912187,15740328,9917288,7199505,6736158,1962282,7392183,13294366,15495646,4991875,15036966,21061584,10536674,29361170,8767172,5156423,62475733,26744081,7423591,10619425,34711492,23288153,33241657,43457935,65630720,70848426,81519766,59648890,66113284,72805394,125742863,51685783,101352790,194874453
tube.18,mojavensis,D. mojavensis,moj2008,M,114,5,18,1.034,38.1197137740167,35.0132349541667,107.55962,NA,NA,156630,19536,40785,128477,238827,197596,35223,NA,NA,47769,42690,90050,131443,415918,72023,116669,81285,98487,81678,43764,129059,180834,116636,43618,151001,79015,154922,83096,123345,86487,101274,238980,1219861,214180,150362,193420,2160510,497680,270606,142139,199121,231151,388409,120723,99902,197552,109525,630963,3043017,69733,338392,573538,227362,237259,308097,558942,471062,2750223,985535,626167,1904414,1187783,1850126,1022072,911516,1022942,4840975,1471531,3841181,353299,709973,1236140,1107376,833737,1390287,1656549,2058522,1023257,711151,5677302,994638,1518010,2620535,9572011,9781225,5968321,4954877,1874120,5935961,8403304,11414968,3304284,9644983,17837275,12119443,10819496,5694800,5238628,68393910,21047213,3841655,8622773,29779729,21489418,32869624,35277044,41820228,57322697,47368392,64182504,70555561,57220668,72643473,25280832,75304722,150549859
tube.19,persimilis,D. persimilis,per02,F,121,5,19,1.527333333,NA,NA,NA,84.26,143.81,27796,16344,59269,67185,367562,1151511,39655,37949,NA,74886,72220,51330,242613,601960,86702,329749,120841,134608,64360,64861,268928,118461,214093,47290,117519,197818,153913,141408,280350,44564,205022,371286,733985,229822,325974,141851,192540,487143,328249,229748,418223,310898,577789,249395,451258,875544,317431,761336,1564296,85576,319096,541815,520844,473811,826419,1176868,573214,5086013,1608642,751573,2178032,1703594,2202908,887844,1116738,855358,2967735,2199641,4233183,1041393,1919082,1515614,2357903,2423240,1806552,1715353,1740003,2461034,2017767,5890670,3379334,2541759,3799040,14803182,9729096,3895142,4928907,2843224,8143300,12175352,15320511,8399168,22897308,23047492,17342777,16340671,15961148,15324346,23534141,33009553,16556294,22949958,45168734,23822431,58351776,38341830,70109659,85762280,67000958,29908789,60797173,129789015,159427059,88783374,122724424,206769806
tube.2,ananassae,D. ananassae,ana00,M,8,5,2,0.836666667,48.7441666666667,49.03125,100.52125,59.72,107.92,NA,19012,38349,102364,49157,300616,29555,60229,NA,18458,28410,74787,NA,93778,51146,35008,51748,101863,91257,54544,75590,141932,94455,101708,137708,137583,132983,87101,140760,30030,35241,37803,100835,81395,78623,122384,392983,339620,211209,150196,159897,291012,154923,151767,503039,151073,234893,430161,644546,494998,349714,519638,250439,265399,378129,311957,454627,1619922,507100,721262,571458,653730,1252977,1024082,766324,543813,2177848,682550,976590,712506,549388,1181865,2394245,890901,1017366,1418207,1967424,1828203,1191612,3902397,2292700,2048529,1536260,1343886,1977977,3668448,3196953,3046981,2106266,4428945,3103611,4274141,12440981,11764577,8289066,6063087,5095043,13851418,17035608,11133424,18919609,14088379,11035553,23312875,27348353,33093375,14741628,46413262,37474317,34481768,68834641,66335542,64509461,32175335,88237737,120837528
tube.20,persimilis,D. persimilis,per02,M,128,5,20,1.03,NA,NA,NA,48.25,NA,NA,10179,34992,69159,187428,305661,22906,NA,NA,23838,27260,47920,92866,292903,101262,138983,48891,140442,45582,20826,289745,167222,103150,38946,155588,110458,155259,97280,223739,10486,85939,107094,260402,94111,151091,126791,633139,249639,436399,268420,240674,258608,189323,147191,395946,266802,133171,510094,675667,388058,189915,372598,261394,293394,1012699,646586,350241,1423879,880236,594028,2476500,792850,1473473,962058,359963,599798,1171597,1241368,5109660,895358,799912,662525,1075262,1063128,2677422,950429,2069762,2495978,651810,3062341,1240903,1509012,1747258,7157615,7556763,4039260,3914403,1301658,2369797,8050480,10688584,4782928,19566526,12174042,8039160,7467620,5882657,18247123,24398954,18984536,10338525,11714595,14037747,23703784,38797469,23225701,39541511,50752128,35898649,11045141,69302525,86642980,76198266,22184263,70891288,141208331
tube.21,persimilis,D. persimilis,per17,F,131,5,21,1.069,39.4471252418407,42.0014120375,65.4794,72.5,107.92,27479,16090,59436,96933,534621,1767278,43104,31930,NA,62498,36790,70543,118918,1002886,74893,298872,94112,95895,53362,45349,91629,239672,201930,55759,567777,113206,258973,129212,431580,687767,50782,97266,209816,217965,102782,187591,155817,701476,565455,201356,439435,132231,324183,359346,249786,667731,140926,340145,578925,25347,222609,255072,361074,352146,735506,1118714,446278,3580093,1191694,762332,2804418,1347295,986337,837753,1075221,750690,1413903,1709780,5646055,625402,481696,1422687,4428847,1835352,1970711,2773933,1882689,1344368,1159582,7458706,2742128,1328683,3186026,15409485,7853064,6134645,8310518,2114271,7499902,9846368,12851417,9677049,19786814,26522697,13472844,13305593,17655629,8168905,29875533,24013365,40054626,14747457,23313937,21194492,63511641,37018759,56615994,63845577,47721439,10689680,68629430,107960159,119444549,46288111,106854849,170829204
tube.22,persimilis,D. persimilis,per17,M,138,5,22,0.788666667,27.8590377065088,26.00810185,58.51678,48.25,84.26,NA,20116,42962,71073,265169,439292,37439,NA,NA,52724,24080,32704,128920,450495,48670,160223,69710,81533,80327,35465,118307,75126,138683,45706,185416,40971,195775,86382,87650,530386,48161,65646,180748,178754,97287,198402,768666,435216,164231,217507,283076,138556,247566,176569,467372,364725,203881,450736,716785,622755,182909,471854,254628,307455,922517,907488,386266,2523086,1198675,668189,4057465,754722,1309824,1014284,886389,791208,1053320,774486,8578368,989123,919340,1174586,2283755,885852,3372533,1706159,1940147,2217532,1302675,4902690,1721007,1001304,1637803,14118214,7813171,3938773,6621355,1516875,5563374,7206746,10959382,5708893,27749145,24544193,12518673,6437129,8198998,14217761,36654647,24143052,25898256,14756462,16800860,22536319,45013938,35476410,37065630,48853638,47989992,20985962,69982782,101964298,86297254,44427621,96627189,166082415
tube.23,persimilis,D. persimilis,per23,F,143,5,23,1.360666667,44.9936478496536,47.0221875,86.49998,NA,NA,NA,38765,34204,90511,355092,2997501,48028,27367,33441,62840,51900,42879,172807,464173,62761,305526,100983,90636,56726,149573,132601,152454,300318,47639,196708,112577,266166,171409,224045,24217,62305,88169,377320,232445,98073,170195,167914,629664,312951,174664,436933,374842,338184,356638,660266,876412,219343,267618,849453,28952,227579,161363,567665,562769,1118346,1062696,555396,3509660,1328150,908681,1682688,1512662,728454,859610,1064456,815772,1527170,2305339,3111434,1009123,635651,1694755,4082689,545760,1645825,2893834,1623689,2213420,1942832,6951452,2114647,1126733,3813188,21326048,7295779,3639407,7604348,7545361,7499977,11791037,11610251,12836264,18735642,24185857,7594356,16927149,25763968,16847965,17503237,27132477,22625266,21891664,24418800,23603262,62302366,45688246,45019056,72372457,78080340,18474433,61135459,108484141,193354998,53551211,118471822,207491434
tube.24,persimilis,D. persimilis,per23,M,150,5,24,1.062666667,40.0452329412675,44.5008564833333,65.4794,NA,NA,NA,11597,30403,46174,101204,95420,15270,NA,NA,16685,29090,41040,35509,205379,52350,82954,28578,72221,18478,23643,60835,148081,74943,8907,86764,82956,73184,48856,204319,9302,64318,111456,146114,74250,53324,68756,429790,153250,393850,219078,156217,194209,115467,77072,305657,167050,125227,181222,428788,43787,180036,160243,136374,133328,473556,369549,144596,704117,355494,192587,696308,435709,486360,904558,383498,308809,746456,599341,1218110,714289,476751,461379,704938,490054,544378,574632,2260975,1346091,392890,1774625,588489,843450,790867,3894625,2016325,2660149,1096124,1312871,1600252,2764249,3325634,2501156,8984626,7566795,9296201,3657626,2113369,8339719,12137111,7666765,4413149,7113676,7295103,23482784,24309695,17347910,15520024,31166101,19488598,12204581,72747201,51885510,40816282,11991314,26824158,99341233
tube.25,pseudoobscura,D. pseudoobscura,pse217,F,157,5,25,1.565333333,39.7451986898485,37.5107638875,65.4794,59.72,84.26,40304,44359,42965,76499,330535,3156802,69930,51326,NA,111610,55280,56697,109673,411894,80869,287809,139406,127505,36942,155195,181674,165460,232791,35095,243449,151416,166365,195411,344787,40274,139736,178050,525195,335461,236065,112829,189151,492766,488739,164731,291052,261754,395817,287753,335057,1057548,138161,404404,1026477,294341,257579,343924,297238,325140,528636,704856,785836,4611431,1597784,1163015,2264645,1510730,1159249,918235,901520,984167,1880200,3468560,3986775,471461,1494898,2569579,2410042,1656675,4983279,3121202,1560010,2437007,1935255,5972309,1918535,1599947,2690746,15873714,8490339,3827609,4946384,7063460,13094192,11111685,15278477,10442274,21513441,30388062,13023991,12160237,13372749,16824710,17293907,32685669,30824389,19498955,30630462,23266780,45582845,59508387,68870043,74366193,71887105,70284544,58332944,81202712,174935522,71790603,132216743,219692979
tube.26,pseudoobscura,D. pseudoobscura,pse217,M,164,5,26,1.149333333,20.0888583005208,19.00234375,42.00141,48.25,72.5,NA,33528,40616,135914,354537,578714,45192,NA,NA,45330,42780,57502,108647,429374,71629,243628,62497,122768,55932,68484,145818,114801,126248,22625,87637,66525,192086,110546,300962,12390,85068,116793,212862,148105,141633,222324,770462,329000,261163,142412,269453,191951,268904,211301,633838,486580,206058,369619,706284,609932,305695,331018,287979,296520,920589,364963,390482,2170504,1062724,477255,2879157,1231695,1062283,1060336,340247,805292,1140965,1352912,5933925,862462,616155,1585677,1879161,945883,3392476,1905010,2035423,2620922,1020257,3558551,1474796,1483433,1708943,10221167,7281917,6909810,5763215,3501320,4929456,6438970,10799684,6438490,23552149,29422650,10103766,7325365,6261191,17097158,29374113,21855922,22711133,13611740,20344815,22376846,40392917,41672532,43860443,59689259,56244529,39339729,70112671,105622132,93856533,31284294,94107537,184152538
tube.27,pseudoobscura,D. pseudoobscura,pse33,F,171,5,27,1.113333333,50.2344770069279,51.507638875,79.45549,59.72,84.26,28736,26493,41925,186415,450087,2871661,45301,142380,37888,64530,56490,69313,437416,538589,93563,378731,144262,122618,43148,102181,119725,177933,238322,23384,162923,71299,379149,129087,290798,21684,34002,82301,314698,176187,88410,109801,118614,373541,430798,228787,411676,220382,503569,280667,252625,1178606,267475,161836,942227,207278,199663,127310,574843,564650,909588,935504,525065,6180342,1337485,501339,1530193,1715588,429853,771225,633621,933897,1425205,1301940,2606202,600744,NA,1610652,3360607,2174381,1512916,2045183,1816828,3335026,1772778,4195315,2455915,1694484,4874612,18933867,5197020,6604063,11703330,5384667,6639038,11144579,8250938,9237045,20842660,33858624,11549672,21904772,23949555,21264424,16614686,26886696,30176254,18081389,37977474,22649118,60238625,42555224,70503302,77734227,61596263,22704810,66230509,109878113,146918744,56120182,110317370,209488447
tube.28,pseudoobscura,D. pseudoobscura,pse33,M,179,5,28,0.972,26.0976381864646,23.4890335666667,58.51678,59.72,NA,NA,28360,60500,86331,316735,738444,49755,47338,NA,44016,31710,70372,261623,442094,83692,344336,84492,109336,108232,82798,215887,153377,174977,20456,340040,84498,149093,134083,185160,18418,109430,276309,407644,172684,243236,367037,2140727,362890,316054,175022,344270,298844,428628,197749,666891,944558,228229,515790,1317079,207531,174188,1000011,523692,572380,3571256,1005354,492000,3811402,1488879,743610,3039045,1351167,1495075,991294,734836,861106,1997523,1138000,6062660,1192345,831442,1716774,2454622,863163,1507948,1124563,1787175,3919434,2142314,3971841,3050336,1899088,1186885,17550801,7639620,8133650,4187570,4088415,5374888,6910319,12073896,6451637,20681199,29562080,21202848,4575870,15611196,24854143,35934645,30194230,20731462,20987636,32808767,22303443,50193856,43424149,73452107,64410180,57643820,13261315,66270526,117812615,130072439,65365321,113689553,193343837
tube.29,pseudoobscura,D. pseudoobscura,pse96,F,188,5,29,1.069333333,50.1171767629167,52.7611660833333,79.45549,84.26,107.92,55396,34408,63637,125003,402258,3288406,41378,161830,NA,48751,52990,67169,220056,442184,50627,370625,223077,94835,74538,95798,131913,186655,249899,47936,242873,128537,336590,169949,491908,18413,78851,60493,322085,139406,103962,193035,181594,519340,352728,185141,486743,177456,486726,340821,301919,1432548,359995,201895,795373,1024843,201966,130327,903542,813138,1268156,958901,890291,3220197,1334306,1254552,2385575,2088428,574128,806756,2348434,741302,1067791,1244871,4798210,374650,459967,1942007,1626811,1081232,3508247,2161294,1553846,2110399,2548719,6448190,3311026,1551963,5021669,16249143,10171987,3245908,11618851,4359719,4654862,13202604,15844878,12360418,22870420,23855595,10975301,20831015,32450275,17599313,17542369,27189274,16744342,27114295,38361661,23346650,69329948,45986706,67758995,90250784,69131360,24553495,63218522,110879138,186443601,101209290,131858986,198373449
tube.3,ananassae,D. ananassae,ana12,F,15,5,3,1.114,52.2963854274502,51.507638875,96.0443,204.5,204.5,36787,17394,29512,85071,26624,1456832,35466,39932,NA,46060,32280,64747,38771,44466,52906,81905,79666,90827,41514,77054,65460,112636,134779,179025,118807,93790,210267,114826,101286,67681,34071,48559,36367,169120,65337,131545,164123,205394,206023,194204,242849,264344,266359,190958,395255,258252,192364,168044,206253,180432,134027,98956,405348,383982,516567,327141,553555,2869445,535161,1284589,729113,727533,495548,848886,785276,629788,933727,1938000,1262244,634194,NA,1043482,3590671,1112083,1071398,1647445,1887487,1068910,1444319,2473552,1577586,847155,2146714,2584117,3026125,3074756,6832931,3928051,5264995,7123435,6043756,7099340,11230739,12532596,6368607,7746137,9222521,7202066,14378822,12561277,26744880,14952165,17731639,23327702,37649613,33777369,23035920,46910759,47525945,56636746,65325681,64012778,92032498,62316254,106076934,144390152
tube.30,pseudoobscura,D. pseudoobscura,pse96,M,197,5,30,0.730666667,34.5184880812987,30.5056944458333,72.46281,48.25,84.26,28793,21969,63819,74490,366886,400789,39898,39573,NA,50043,29620,57814,119058,516299,108498,262455,96893,201696,70449,75998,136405,184237,221976,34523,270617,82889,205504,139395,272797,26926,85339,149919,326998,157917,184775,245911,1205218,283855,401056,202459,472920,242195,323136,265128,793886,399416,233075,424136,1620827,2148065,283731,496355,349519,385566,1369969,520332,521523,1277745,1459018,868771,4399308,1358708,1220440,1111181,735126,889251,1601095,1859050,9211743,518057,874013,1328146,788621,376912,2376621,1083391,1772204,3961402,1571305,2770019,1293054,2049046,2045883,15355695,10643205,7100769,6833090,3631949,5645175,8536316,15798713,7604992,36499505,25353072,8766891,9079278,21674214,26373481,30081746,29265149,9294016,16827991,27168261,22438126,67829617,37404731,61647946,64651375,56980569,9598278,66652189,141767072,159449399,49645011,108831273,158955410
tube.31,sechellia,D. sechellia,sec07,F,202,5,31,0.831333333,61.020246006867,65.4793981666667,93.53094,72.5,96.14,NA,18591,23235,36056,29248,1389503,18961,87193,NA,17381,44280,59547,317336,55071,87443,183339,63206,157777,51090,17749,79157,146994,145997,26568,119920,65038,110468,60074,167459,203969,71082,92539,218380,57058,93080,214090,116345,152165,324058,212466,179258,220434,206537,269094,1081388,344283,132094,221211,501574,47856,180011,175392,131623,152946,292736,302725,387879,2226331,519098,259790,773116,642368,743505,781759,978431,3128804,3352869,926966,1334593,667047,789109,759517,1687270,741198,3412879,654218,2137974,2265978,659352,1522929,702505,1036929,26605110,6242140,2827021,7134899,3017895,998369,1385114,3742210,4975525,7713129,13019126,15219778,10054347,78336336,6425678,14633272,21204917,10567716,16723716,6467778,15223805,23348904,28569802,23523472,15436610,40743903,27261364,47171392,72539679,58151124,82019919,18797669,89513102,137835638
tube.32,sechellia,D. sechellia,sec07,M,209,5,32,0.684666667,56.3949094444506,60.9893345,79.45549,48.25,72.5,NA,26826,47218,27161,156485,400891,38669,371492,NA,NA,48820,60157,71253,206602,42080,156292,53176,114466,108175,38210,91025,113481,126855,90861,141581,84961,102813,124652,162793,241886,91792,102125,181904,NA,63683,121529,854934,249680,264610,182578,211416,290037,132922,310303,1240978,299837,138335,310908,497972,238290,297614,322344,276127,344643,471581,476483,640071,1665454,680186,157775,926360,867078,859040,834063,485266,751472,1355433,805313,1886633,271228,717889,1328948,2164548,760317,2862613,774972,1823672,6255301,1283369,2886748,1209693,1272051,1723400,3366304,4995091,3799281,2924777,1479501,208608,5084883,9626141,9303080,20060462,21179205,8740451,7660326,11992006,46501749,21914049,14313359,18230589,13104137,9401842,23714338,33684200,35692873,10871389,55122362,37486794,5787783,68583837,73295775,88248409,34634836,84791624,112697046
tube.33,sechellia,D. sechellia,sec28,F,216,5,33,1.05,60.9385752815417,65.4793981666667,100.52139,107.92,132.04,NA,26282,34123,46716,63960,1250180,34235,120434,68047,NA,57160,87171,57200,140058,46769,145540,99422,103862,74241,36683,128768,97874,181212,39535,109494,109114,139586,92446,118698,328156,46407,55314,63738,NA,121056,67978,153594,360761,238290,213106,202469,238290,176606,224622,534424,376999,161615,459801,205678,40612,164741,612689,327847,348247,591877,1038270,578454,1965532,662669,766265,1442844,1267207,1344438,1038513,1055178,689149,461083,709502,2713670,161024,NA,1088597,1748908,1206565,1853833,1521245,1994708,3190695,1058036,4437642,2959687,1188987,5513821,5053960,7117272,3363836,4419848,2062843,260234,8700476,12501409,7724805,13126422,17952141,9760609,22890366,13544737,24784468,30408030,13403579,18362471,17369314,12217704,25189106,32186067,28879536,14671412,65638138,49425340,8109636,67602535,69661992,112886981,52451243,87635626,135669379
tube.34,sechellia,D. sechellia,sec28,M,223,5,34,0.746,49.1987396990333,51.507638875,81.95413,59.72,84.26,171836,14977,71829,75310,297425,463175,42119,676388,172787,NA,52710,60189,56968,375753,50641,202704,61295,96818,77161,22588,94810,144324,108134,76576,138500,55659,212440,84635,183710,365276,44178,79188,211149,NA,36453,109410,693749,324538,323949,199410,286789,263552,138885,199618,1067407,253026,228983,340748,499870,202485,231293,346210,214120,246937,428553,948005,543352,1238443,528521,93014,1457495,988051,999718,982491,719596,833086,1543744,868489,2927923,207615,NA,1182692,1200916,816951,3075703,1058756,2176945,5534479,967956,3639190,1035237,1021268,2131046,4631531,6328081,6998352,6207822,1250429,99741,6879234,11212943,6474659,19951807,24728224,8845858,9169753,13727520,38806910,25794246,11075181,16313018,8743127,9981558,22298393,43331166,31866444,3657112,50719292,30865363,1912704,70695583,68109564,86969509,27496307,78016287,101430730
tube.35,sechellia,D. sechellia,sec31,F,230,5,35,1.32,65.5240485022297,76.9471932916667,93.53094,96.14,24.1,28423,17166,44245,72950,49896,1941553,48520,101640,NA,NA,48970,50004,63978,100991,70642,213132,121440,140884,62579,139758,87128,125830,335689,55386,162852,102610,234309,144565,209249,514034,62277,68714,101786,47402,58222,148522,200892,423995,400557,194775,284123,283289,178828,245424,2590635,406240,148480,605045,193153,327273,177880,323137,314548,324578,614711,772798,517697,2931496,817186,1312108,1333755,1424730,1804516,1059270,2575034,1121628,1356762,1130902,2572695,340428,NA,1549447,1786853,1460155,3688097,1814038,1759477,3191341,1265587,4705174,1688352,1486429,6364359,6826090,8730769,4659463,7767372,7294229,1071707,12383574,14569876,8583987,18218530,25234904,9046202,28456103,11821433,23490273,26106679,16240698,19705273,14400480,12820111,23362052,44866654,42277271,9748681,69458914,65049689,20681798,67778549,97347382,184258699,56695689,79539643,165233427
